,0,1,2,3,4,anno_ids_0,anno_ids_1,anno_ids_2,anno_ids_3,anno_ids_4,kc_ids
1195,DL2v,DM2,DM3,DC1,VA2,1419214,1419110,1419219,1419168,1419211,514965
1196,DL2v,DM3,DM2,VM2,DM5,1419214,1419219,1419110,1419073,1419102,514965
1197,VM3,DM1,VM3,DP1m,VA4,1419178,1419230,1419178,2500472,1283123,175008
1198,DP1l,V,DC1,VL2p,VA7m,2500556,1419095,1419168,1419126,1419121,175008
1199,DP1m,VC1,VM1,DA4l,VP1,2500472,1419195,1419153,4502221,5304188,175008
1200,VM5v,DL5,DA4m,DC1,DM4,1194549,1419118,1419080,1419168,1419070,175008
1201,DP1m,DM5,VL2p,DM4,DL2v,2500472,1419102,1419126,1419070,1419214,175008
1202,DC2,DA2,DA4l,VP1,VA5,1283103,1419133,4502221,5304188,2500530,175008
1203,DM1,VM3,VM3,VA4,DM4,1419230,1419178,1419178,1283123,1419070,175008
1204,DM6,DA4m,VL2a,VA7m,DL1,2500548,1419080,2500501,1419121,1419144,175008
1205,VM2,DM5,VA4,V,DM3,1419073,1419102,1283123,1419095,1419219,175008
1206,DP1m,DM4,DM2,DL2v,VL2p,2500472,1419070,1419110,1419214,1419126,514979
1207,VM5d,VC3l,DM6,DP1m,DC4,1194543,4587289,2500548,2500472,1419077,514979
1208,VA7m,VA3,VA5,DM5,VA5,1419121,1419182,2500530,1419102,2500530,514979
1209,DL2v,VM3,DL2v,DP1l,DP1m,1419214,1419178,1419214,2500556,2500472,514979
1210,VC3l,DP1m,VM5d,DM6,VC3m,4587289,2500472,1194543,2500548,2500575,514979
1211,VA7m,VA7m,VL2p,DM1,DL2d,1419121,1419121,1419126,1419230,1419171,514979
1212,VA7m,DL5,DM6,VC3l,VM5d,1419121,1419118,2500548,4587289,1194543,9528229
1213,VM7v,DC2,VA6,DL1,VC3l,1419157,1283103,2500515,1419144,4587289,9528229
1214,DC1,DM2,DA4l,DL1,DM6,1419168,1419110,4502221,1419144,2500548,9528229
1215,DM4,DM1,VM3,VM2,DL2v,1419070,1419230,1419178,1419073,1419214,9528229
1216,VC5,VC3l,VC3m,VM5v,DC2,5604551,4587289,2500575,1194549,1283103,9528229
1217,DL5,VM5d,VP1,VC3l,VM4,1419118,1194543,5304188,4587289,1419198,9528229
1218,VC4,VC5,VC4,VC4,VC1,2500615,5604551,2500615,2500615,1419195,9528229
1219,DC1,DC4,VM5d,DC2,VC3l,1419168,1419077,1194543,1283103,4587289,514985
1220,DP1m,DC1,DM1,DM2,VA6,2500472,1419168,1419230,1419110,2500515,514985
1221,DL1,DL4,DL1,DA1,DC3,1419144,1419192,1419144,1419201,1283111,514985
1222,DA4m,VA1v,DL3,VA3,VA1d,1419080,2500585,2468810,1419182,1283107,514985
1223,DM5,VA5,DA3,VA7l,VC3m,1419102,2500530,2500563,1419088,2500575,3021737
1224,VC3m,DA2,VC5,VC1,VA7m,2500575,1419133,5604551,1419195,1419121,3021737
1225,VA6,DA4l,VL2p,DC3,DC1,2500515,4502221,1419126,1283111,1419168,3021737
1226,DL1,VM4,VP1,DA1,DA4m,1419144,1419198,5304188,1419201,1419080,3021737
1227,DL2v,VP1,VM1,DP1l,VA7m,1419214,5304188,1419153,2500556,1419121,3021737
1228,VL2a,DC1,DA1,VM7v,VA3,2500501,1419168,1419201,1419157,1419182,3021737
1229,VL2p,V,VA4,VC3m,DP1m,1419126,1419095,1283123,2500575,2500472,3021737
1230,DL4,DL1,DL1,DL3,DC1,1419192,1419144,1419144,2468810,1419168,3021737
1231,DC4,DA4m,VM7d,VM5v,VA7m,1419077,1419080,1419114,1194549,1419121,2290613
1232,DC3,DA2,DA2,VM5v,DC3,1283111,1419133,1419133,1194549,1283111,2290613
1233,DM6,DC2,VA7m,DA4m,VC3l,2500548,1283103,1419121,1419080,4587289,2290613
1234,VM7d,VP1,DA1,VM5v,VM5v,1419114,5304188,1419201,1194549,1194549,2290613
1235,DM6,VC3l,DL1,DM6,VC4,2500548,4587289,1419144,2500548,2500615,2290613
1236,VL2p,VA6,DP1m,DA1,DL1,1419126,2500515,2500472,1419201,1419144,175032
1237,VP1,DA2,VC5,VP2,DA4l,5304188,1419133,5604551,4672152,4502221,175032
1238,DA2,VP2,DM5,DP1l,DA2,1419133,4672152,1419102,2500556,1419133,175032
1239,V,DP1l,V,DC1,DP1m,1419095,2500556,1419095,1419168,2500472,515015
1240,DL2d,DL2v,DL2v,VC3m,V,1419171,1419214,1419214,2500575,1419095,515015
1241,DC1,V,DP1l,VM3,V,1419168,1419095,2500556,1419178,1419095,515015
1242,DM2,DM3,DM2,DC1,DM6,1419110,1419219,1419110,1419168,2500548,515015
1243,VC5,VM4,DC3,DL5,VA7m,5604551,1419198,1283111,1419118,1419121,15306
1244,DL1,VC5,DM2,DM6,VA6,1419144,5604551,1419110,2500548,2500515,15306
1245,DA2,DC3,DA4l,DC3,DA2,1419133,1283111,4502221,1283111,1419133,15306
1246,VM1,VA4,VC3m,DM2,VL2p,1419153,1283123,2500575,1419110,1419126,15306
1247,VC2,VP2,VM3,VA3,DP1l,1419099,4672152,1419178,1419182,2500556,7118
1248,DC3,DA1,VA1v,VA1v,DC3,1283111,1419201,2500585,2500585,1283111,7118
1249,D,DL4,VM4,D,DA1,1419148,1419192,1419198,1419148,1419201,7118
1250,VL2a,VA1d,VA6,DA1,DA1,2500501,1283107,2500515,1419201,1419201,7118
1251,DC3,DC3,DA1,DA1,VA6,1283111,1283111,1419201,1419201,2500515,7118
1252,VM5d,VM5d,VM5d,DL3,DL1,1194543,1194543,1194543,2468810,1419144,7118
1253,VM4,VM4,VL2a,DP1l,VP1,1419198,1419198,2500501,2500556,5304188,9178
1254,VP1,VC1,DP1m,V,V,5304188,1419195,2500472,1419095,1419095,9178
1255,VM5v,DL5,DC1,DM4,DA4m,1194549,1419118,1419168,1419070,1419080,9178
1256,DM1,DM4,DM3,VA4,VM3,1419230,1419070,1419219,1283123,1419178,9178
1257,VP1,VM4,VM5v,DL5,DA4m,5304188,1419198,1194549,1419118,1419080,9178
1258,DL1,DM5,VA5,DA2,DP1l,1419144,1419102,2500530,1419133,2500556,9178
1259,VA5,DA2,VA7m,VC1,DC2,2500530,1419133,1419121,1419195,1283103,3828700
1260,VP2,V,V,VA4,VM3,4672152,1419095,1419095,1283123,1419178,3828700
1261,DL1,DL4,VA1v,DL1,VL2a,1419144,1419192,2500585,1419144,2500501,3828700
1262,VA7m,DA2,DA4m,DA4l,VC1,1419121,1419133,1419080,4502221,1419195,3828700
1263,DA1,VC2,DA2,DC2,VA5,1419201,1419099,1419133,1283103,2500530,3828700
1264,DM1,DM4,DP1m,DP1l,DM1,1419230,1419070,2500472,2500556,1419230,13278
1265,DM6,DM2,DM6,DM2,DM6,2500548,1419110,2500548,1419110,2500548,13278
1266,DC3,DA1,VA1d,VA1v,DC1,1283111,1419201,1283107,2500585,1419168,13278
1267,VA4,VA2,DM1,VA6,DC1,1283123,1419211,1419230,2500515,1419168,13278
1268,VC4,DM3,VA3,VL2p,DL2d,2500615,1419219,1419182,1419126,1419171,13278
1269,VM3,DM3,VA2,VM2,VM2,1419178,1419219,1419211,1419073,1419073,13290
1270,VA3,DM3,VC4,DA1,VM5d,1419182,1419219,2500615,1419201,1194543,13290
1271,VM5v,VC3l,DL5,VM5v,VM7v,1194549,4587289,1419118,1194549,1419157,13290
1272,VA4,VM2,DP1m,VM2,VA2,1283123,1419073,2500472,1419073,1419211,13290
1273,DM2,DM2,DM1,DM1,DM3,1419110,1419110,1419230,1419230,1419219,13290
1274,VC3l,DL3,VC4,DL1,DL1,4587289,2468810,2500615,1419144,1419144,7150
1275,DL1,VM7v,VM7v,VC3l,DL1,1419144,1419157,1419157,4587289,1419144,7150
1276,VA6,DC2,D,DL1,DL1,2500515,1283103,1419148,1419144,1419144,7150
1277,VC1,VC3m,VA7l,VC3m,VP1,1419195,2500575,1419088,2500575,5304188,7150
1278,VC3m,VC5,V,DC1,DA3,2500575,5604551,1419095,1419168,2500563,515058
1279,VA4,DM4,DM1,VM3,DL2v,1283123,1419070,1419230,1419178,1419214,515058
1280,DM1,DP1m,V,VA4,DM4,1419230,2500472,1419095,1283123,1419070,515058
1281,DP1m,DC1,DM2,VL2p,DM4,2500472,1419168,1419110,1419126,1419070,515058
1282,DM3,VA4,DM4,DM1,VM3,1419219,1283123,1419070,1419230,1419178,515058
1283,VA2,DM6,VC3l,DM2,VC4,1419211,2500548,4587289,1419110,2500615,515058
1284,VA4,DM1,DM4,DM1,VA2,1283123,1419230,1419070,1419230,1419211,13302
1285,DM4,DM2,DP1m,DM1,DM5,1419070,1419110,2500472,1419230,1419102,13302
1286,DM1,V,VM3,VA4,DP1m,1419230,1419095,1419178,1283123,2500472,13302
1287,DM5,DP1m,DM2,DM6,DM2,1419102,2500472,1419110,2500548,1419110,13302
1288,DM5,VM2,V,DL2v,VC3l,1419102,1419073,1419095,1419214,4587289,515065
1289,DL2v,VM2,DL2v,VM3,VA4,1419214,1419073,1419214,1419178,1283123,515065
1290,DL2v,DM3,VA2,DM2,VM2,1419214,1419219,1419211,1419110,1419073,515065
1291,DM2,DM4,V,DM2,DP1m,1419110,1419070,1419095,1419110,2500472,515065
1292,VA7m,VA7m,VL2p,DM1,DL2d,1419121,1419121,1419126,1419230,1419171,515065
1293,VC5,DC1,VC3m,VP2,VC1,5604551,1419168,2500575,4672152,1419195,9210
1294,VA7l,DP1l,DL1,DM5,DL2d,1419088,2500556,1419144,1419102,1419171,9210
1295,DP1l,VC2,VC5,VA2,V,2500556,1419099,5604551,1419211,1419095,9210
1296,VA3,DP1m,VA5,DA1,DL2v,1419182,2500472,2500530,1419201,1419214,9210
1297,VA3,DL1,DL1,VA7l,VM4,1419182,1419144,1419144,1419088,1419198,9210
1298,DC1,VC5,VA6,VC1,VP2,1419168,5604551,2500515,1419195,4672152,9210
1299,VC5,DC1,VC3m,VP2,VC1,5604551,1419168,2500575,4672152,1419195,9210
1300,DP1l,V,VM2,V,DM1,2500556,1419095,1419073,1419095,1419230,13310
1301,VA3,VC4,DM3,DC2,DA1,1419182,2500615,1419219,1283103,1419201,13310
1302,DM2,DM3,DM2,DM5,DM1,1419110,1419219,1419110,1419102,1419230,13310
1303,DC1,DA4l,DA4l,VA6,VA7l,1419168,4502221,4502221,2500515,1419088,13310
1304,VC3l,VM5v,DL5,DL5,DL4,4587289,1194549,1419118,1419118,1419192,515071
1305,DC3,VA6,VA7m,DL1,VC3m,1283111,2500515,1419121,1419144,2500575,515071
1306,VA5,VA5,VM5v,DL1,VA7m,2500530,2500530,1194549,1419144,1419121,515071
1307,DA1,VA3,VM7d,DC3,VP1,1419201,1419182,1419114,1283111,5304188,515071
1308,DP1m,VL2p,VA6,DC1,DM2,2500472,1419126,2500515,1419168,1419110,515071
1309,VM2,VM2,VC1,VC2,VA2,1419073,1419073,1419195,1419099,1419211,13314
1310,VM3,DM1,DM5,VM3,DM4,1419178,1419230,1419102,1419178,1419070,13314
1311,VA2,DM3,VM2,VM2,DM3,1419211,1419219,1419073,1419073,1419219,13314
1312,DM2,DM2,VA2,DM3,DM1,1419110,1419110,1419211,1419219,1419230,13314
1313,DL2d,V,DM3,DM5,DM4,1419171,1419095,1419219,1419102,1419070,13314
1314,VM3,VM2,V,VC2,VA4,1419178,1419073,1419095,1419099,1283123,13314
1315,DP1m,DL2v,DM4,DL2d,VL2p,2500472,1419214,1419070,1419171,1419126,515077
1316,VM7d,DL5,VM7v,VM7v,DC2,1419114,1419118,1419157,1419157,1283103,515077
1317,VM1,DM5,VA5,VA7m,VP1,1419153,1419102,2500530,1419121,5304188,515077
1318,VC3l,VM7v,VC3l,DL1,VM5d,4587289,1419157,4587289,1419144,1194543,515077
1319,DC1,VM5d,DL4,DL1,DL3,1419168,1194543,1419192,1419144,2468810,515077
1320,VC3l,DL5,DL3,D,DL4,4587289,1419118,2468810,1419148,1419192,15370
1321,D,DL4,DA1,DL4,VC4,1419148,1419192,1419201,1419192,2500615,15370
1322,VP1,VP3,VP3,DP1l,DA2,5304188,3243803,3243803,2500556,1419133,15370
1323,VM5d,DC1,DC4,VM5v,DL5,1194543,1419168,1419077,1194549,1419118,15370
1324,DL1,VA1d,D,VA1v,VA1d,1419144,1283107,1419148,2500585,1283107,15370
1325,DL5,VC3l,VC3m,DL3,VM5v,1419118,4587289,2500575,2468810,1194549,515083
1326,DC4,VC3l,DL5,DL3,VM7d,1419077,4587289,1419118,2468810,1419114,515083
1327,VM5v,DM6,DL5,VM7d,VM5v,1194549,2500548,1419118,1419114,1194549,515083
1328,VM5d,VM5v,DC1,DA4m,DL5,1194543,1194549,1419168,1419080,1419118,515083
1329,VC3l,VM5v,DL5,DL5,DL4,4587289,1194549,1419118,1419118,1419192,15374
1330,DL1,VA6,DA1,DL1,VM5d,1419144,2500515,1419201,1419144,1194543,15374
1331,DM6,DM6,VM5v,DP1m,DL5,2500548,2500548,1194549,2500472,1419118,15374
1332,DL5,DM2,DM4,VC4,VC3l,1419118,1419110,1419070,2500615,4587289,15374
1333,DL1,VL2a,DM6,DM6,DC2,1419144,2500501,2500548,2500548,1283103,15374
1334,VM2,VM3,DM5,DL2v,DM1,1419073,1419178,1419102,1419214,1419230,15378
1335,VA2,DL2v,DP1l,VA4,VM2,1419211,1419214,2500556,1283123,1419073,15378
1336,VC3l,DC2,VC5,VA7m,DL5,4587289,1283103,5604551,1419121,1419118,15378
1337,VM1,VC3m,DP1l,VA4,VA2,1419153,2500575,2500556,1283123,1419211,15378
1338,DM2,DL1,DM6,VC5,DM2,1419110,1419144,2500548,5604551,1419110,15378
1339,VM4,VP1,VC5,VM5d,DC3,1419198,5304188,5604551,1194543,1283111,15378
1340,VP1,VP3,DP1l,VC2,VP3,5304188,3243803,2500556,1419099,3243803,31772
1341,VC3l,VM5v,DL5,DL5,DL4,4587289,1194549,1419118,1419118,1419192,31772
1342,VP1,VM5v,DA1,VM7d,DA4m,5304188,1194549,1419201,1419114,1419080,31772
1343,DP1m,DM6,VC3m,VC3l,DC2,2500472,2500548,2500575,4587289,1283103,515108
1344,DL2v,VC2,VA3,VA3,DL2v,1419214,1419099,1419182,1419182,1419214,515108
1345,DP1m,DM1,V,DL2d,DL2d,2500472,1419230,1419095,1419171,1419171,515108
1346,DL2v,DM3,DM2,DC1,DM1,1419214,1419219,1419110,1419168,1419230,515108
1347,VC3l,DP1m,VC3m,DA1,DM6,4587289,2500472,2500575,1419201,2500548,9254
1348,DC1,V,DP1m,DP1l,VA4,1419168,1419095,2500472,2500556,1283123,9254
1349,VA6,D,DC2,DL1,DA1,2500515,1419148,1283103,1419144,1419201,9254
1350,DP1m,DM4,VA2,VA4,DM3,2500472,1419070,1419211,1283123,1419219,9254
1351,DM3,DM2,DP1m,VA2,V,1419219,1419110,2500472,1419211,1419095,7222
1352,V,V,VC4,DP1l,VA7m,1419095,1419095,2500615,2500556,1419121,7222
1353,VA4,DM1,DM4,DM1,VA2,1283123,1419230,1419070,1419230,1419211,7222
1354,DM1,DM4,DM2,VA4,DM5,1419230,1419070,1419110,1283123,1419102,7222
1355,DM5,DP1m,DM2,DM6,DM4,1419102,2500472,1419110,2500548,1419070,7222
1356,V,DA3,V,VC3m,VC3m,1419095,2500563,1419095,2500575,2500575,515126
1357,VA2,VM2,DL2v,DL2d,DM3,1419211,1419073,1419214,1419171,1419219,515126
1358,DM1,DP1m,DM4,V,VA4,1419230,2500472,1419070,1419095,1283123,515126
1359,DP1m,DM1,VL2p,DM2,VC2,2500472,1419230,1419126,1419110,1419099,515126
1360,VM2,V,DM5,VM2,DL2v,1419073,1419095,1419102,1419073,1419214,515126
1361,VL2p,DL2v,DL1,DL2d,DL2d,1419126,1419214,1419144,1419171,1419171,10239037
1362,DL2d,DL2v,DL2v,VC3m,VA7m,1419171,1419214,1419214,2500575,1419121,10239037
1363,VC1,VA7l,VC5,DA4l,DA4l,1419195,1419088,5604551,4502221,4502221,10239037
1364,VM4,VL2a,VP1,VM4,DP1l,1419198,2500501,5304188,1419198,2500556,10239037
1365,DC3,DA1,VA1v,VA1d,DC1,1283111,1419201,2500585,1283107,1419168,13374
1366,DA1,VA1d,DC3,DL1,DC1,1419201,1283107,1283111,1419144,1419168,13374
1367,DM1,DM4,DM2,DM2,DM5,1419230,1419070,1419110,1419110,1419102,13374
1368,VA4,VA2,VM2,DP1m,VM2,1283123,1419211,1419073,2500472,1419073,13374
1369,DM1,DL2v,VM3,DM4,VM2,1419230,1419214,1419178,1419070,1419073,13374
1370,DC3,VL2a,DM6,VM7d,VM7d,1283111,2500501,2500548,1419114,1419114,15422
1371,VP1,VM5v,DA1,VM7d,DA4m,5304188,1194549,1419201,1419114,1419080,15422
1372,VC3l,VM5v,DL5,DL5,DL4,4587289,1194549,1419118,1419118,1419192,15422
1373,VA7m,DL2d,VP1,VM1,VA5,1419121,1419171,5304188,1419153,2500530,15422
1374,DM4,DM2,VM2,VC2,VM1,1419070,1419110,1419073,1419099,1419153,13378
1375,DM1,VA2,VA4,DP1m,DM3,1419230,1419211,1283123,2500472,1419219,13378
1376,VA6,DA1,DA1,VL2p,VC1,2500515,1419201,1419201,1419126,1419195,13378
1377,V,DL2d,DM5,VM3,DM4,1419095,1419171,1419102,1419178,1419070,13378
1378,VA4,VP2,V,VM3,DM1,1283123,4672152,1419095,1419178,1419230,13378
1379,VA6,VL2p,VC1,DA1,DC1,2500515,1419126,1419195,1419201,1419168,515138
1380,VA2,DP1m,DM2,DM2,DC1,1419211,2500472,1419110,1419110,1419168,515138
1381,VM3,DM1,VA4,VM3,VM2,1419178,1419230,1283123,1419178,1419073,515138
1382,DM3,V,V,DM5,VA4,1419219,1419095,1419095,1419102,1283123,515138
1383,VM3,DM1,DM4,VA4,DM4,1419178,1419230,1419070,1283123,1419070,515138
1384,DL2v,DM3,VA2,VM2,DM2,1419214,1419219,1419211,1419073,1419110,8217673
1385,DM5,V,VM2,VC3l,DP1m,1419102,1419095,1419073,4587289,2500472,8217673
1386,VM7v,DL1,VM7v,VC3l,VM5d,1419157,1419144,1419157,4587289,1194543,8217673
1387,VL2p,VA4,VC2,DM1,VL2p,1419126,1283123,1419099,1419230,1419126,8217673
1388,DL2v,DP1m,DL2v,VM3,V,1419214,2500472,1419214,1419178,1419095,9294
1389,DC2,VC3l,DP1m,DC1,VC3m,1283103,4587289,2500472,1419168,2500575,9294
1390,VA4,VM3,DM4,DM4,VM3,1283123,1419178,1419070,1419070,1419178,9294
1391,VM7d,DM2,DM4,VL2a,DM2,1419114,1419110,1419070,2500501,1419110,9294
1392,VC4,V,VC3m,DM4,DA3,2500615,1419095,2500575,1419070,2500563,9294
1393,VA4,VM3,DM4,DM4,DM1,1283123,1419178,1419070,1419070,1419230,8076373
1394,DM1,DM4,DP1m,DM2,VA4,1419230,1419070,2500472,1419110,1283123,8076373
1395,DP1m,DL2v,VM3,DM1,DL2v,2500472,1419214,1419178,1419230,1419214,8076373
1396,DP1m,VA2,DM4,DM2,VA4,2500472,1419211,1419070,1419110,1283123,8076373
1397,VM7d,VM7v,DL5,VM7v,DL5,1419114,1419157,1419118,1419157,1419118,8076373
1398,VA6,DA1,DC1,DA1,DA1,2500515,1419201,1419168,1419201,1419201,7282
1399,VC1,VM2,VC2,DA2,VA7m,1419195,1419073,1419099,1419133,1419121,7282
1400,VP2,V,V,VA4,DP1m,4672152,1419095,1419095,1283123,2500472,7286
1401,VC5,VA2,VC2,DP1l,VA7m,5604551,1419211,1419099,2500556,1419121,7286
1402,DL1,DL4,DA1,DL1,DL3,1419144,1419192,1419201,1419144,2468810,7286
1403,VP2,DC1,VC1,VC5,VC1,4672152,1419168,1419195,5604551,1419195,8139894
1404,VM5d,VC3l,DM6,DP1m,VM5v,1194543,4587289,2500548,2500472,1194549,205947
1405,DC2,DL1,VA3,DC1,VC3m,1283103,1419144,1419182,1419168,2500575,205947
1406,VC3l,VC4,DL3,DL1,DL1,4587289,2500615,2468810,1419144,1419144,205947
1407,DL1,DC2,VM7v,VA6,VM5d,1419144,1283103,1419157,2500515,1194543,205947
1408,VA4,DM4,DL2d,DM1,VM3,1283123,1419070,1419171,1419230,1419178,212096
1409,DA1,DA1,VA1d,DL1,DA1,1419201,1419201,1283107,1419144,1419201,212096
1410,DM2,DM3,DM2,DM1,DM5,1419110,1419219,1419110,1419230,1419102,212096
1411,DM1,VA4,V,VM3,VP2,1419230,1283123,1419095,1419178,4672152,212096
1412,VC2,DM1,DL2v,DL2v,DL2v,1419099,1419230,1419214,1419214,1419214,515201
1413,DC1,VC5,VA6,VC1,VP2,1419168,5604551,2500515,1419195,4672152,515201
1414,DM3,DM1,DM4,VA4,VA4,1419219,1419230,1419070,1283123,1283123,515201
1415,VA4,VM3,DM4,DM4,DM3,1283123,1419178,1419070,1419070,1419219,515201
1416,VA2,DC1,DM2,VC3l,DM6,1419211,1419168,1419110,4587289,2500548,515201
1417,VL2p,DL2v,DL1,DP1m,DL2v,1419126,1419214,1419144,2500472,1419214,515201
1418,DP1m,DC1,DM2,VA6,VM5v,2500472,1419168,1419110,2500515,1194549,515201
1419,DM4,VA4,DL2d,DM1,V,1419070,1283123,1419171,1419230,1419095,7302
1420,VL2p,VA4,VM2,VM1,VM1,1419126,1283123,1419073,1419153,1419153,7302
1421,VM5v,VC5,VM5d,VC3m,VC3l,1194549,5604551,1194543,2500575,4587289,7302
1422,VM3,DM5,VM3,DM4,V,1419178,1419102,1419178,1419070,1419095,7302
1423,VA4,VM2,V,DP1l,VA2,1283123,1419073,1419095,2500556,1419211,7302
1424,DC1,VC4,DC3,DA1,VA1d,1419168,2500615,1283111,1419201,1283107,7302
1425,DL1,DC3,DL1,DL4,DA1,1419144,1283111,1419144,1419192,1419201,7302
1426,DC1,DM2,DL1,DM6,DM2,1419168,1419110,1419144,2500548,1419110,7302
1427,VM1,VC3m,VA4,DP1l,VA2,1419153,2500575,1283123,2500556,1419211,15502
1428,VL1,VL1,VP2,VC2,VC3m,2500599,2500599,4672152,1419099,2500575,15502
1429,DL2d,V,DM5,V,VM3,1419171,1419095,1419102,1419095,1419178,15502
1430,DL2v,DM5,V,V,VM2,1419214,1419102,1419095,1419095,1419073,15502
1431,VM2,VM3,VM3,DL2v,DM4,1419073,1419178,1419178,1419214,1419070,15502
1432,DC3,VP1,VA6,DA1,DA1,1283111,5304188,2500515,1419201,1419201,15502
1433,VL2a,VC3m,VA6,DC3,DL4,2500501,2500575,2500515,1283111,1419192,15502
1434,D,VC4,DL4,DA1,DL4,1419148,2500615,1419192,1419201,1419192,15502
1435,V,VP2,DM1,V,VA4,1419095,4672152,1419230,1419095,1283123,13466
1436,DM4,VA4,DM1,DM5,DL2d,1419070,1283123,1419230,1419102,1419171,13466
1437,V,VM2,DM5,DP1l,DM5,1419095,1419073,1419102,2500556,1419102,13466
1438,DP1l,VC2,DA3,DA3,VM5d,2500556,1419099,2500563,2500563,1194543,13466
1439,VL2a,VA1d,VA6,DA1,DA1,2500501,1283107,2500515,1419201,1419201,13466
1440,DP1l,VM3,DL2v,VA4,V,2500556,1419178,1419214,1283123,1419095,515226
1441,DL2v,DL2v,VM3,VM2,DP1m,1419214,1419214,1419178,1419073,2500472,515226
1442,VA4,DM4,DM1,DM1,DM3,1283123,1419070,1419230,1419230,1419219,515226
1443,VA4,DM1,DM3,DM4,VM2,1283123,1419230,1419219,1419070,1419073,515226
1444,DM4,DM1,DM2,V,DP1m,1419070,1419230,1419110,1419095,2500472,515226
1445,DM2,DM4,V,DM5,VM5d,1419110,1419070,1419095,1419102,1194543,515226
1446,VM7d,DC4,VM5v,VM5v,DL5,1419114,1419077,1194549,1194549,1419118,9374
1447,DP1m,VA2,VC4,VC3l,DM2,2500472,1419211,2500615,4587289,1419110,9374
1448,DA2,DC2,DA2,VC3l,DA2,1419133,1283103,1419133,4587289,1419133,9374
1449,DM1,DP1m,V,DM1,DC1,1419230,2500472,1419095,1419230,1419168,515233
1450,VM3,DL2v,V,VA4,DM3,1419178,1419214,1419095,1283123,1419219,515233
1451,VM2,V,DM5,VM2,DL2v,1419073,1419095,1419102,1419073,1419214,515233
1452,DM5,V,VA3,DM4,DM2,1419102,1419095,1419182,1419070,1419110,515233
1453,DL2d,VM3,DM4,V,VA2,1419171,1419178,1419070,1419095,1419211,515233
1454,DC1,VA2,DM2,DM6,VC3l,1419168,1419211,1419110,2500548,4587289,515233
1455,DC4,VM7d,DM6,DL3,VC3m,1419077,1419114,2500548,2468810,2500575,7330
1456,DC3,VA1v,VA1v,VA1v,DL1,1283111,2500585,2500585,2500585,1419144,7330
1457,VA6,DC1,VC1,VL2p,VC5,2500515,1419168,1419195,1419126,5604551,515239
1458,VA7m,VC3m,VA3,VM5v,VA5,1419121,2500575,1419182,1194549,2500530,515239
1459,VA1d,DL1,VA1v,VM5v,VA1d,1283107,1419144,2500585,1194549,1283107,515239
1460,DC2,DA1,VA7m,DA1,VM5d,1283103,1419201,1419121,1419201,1194543,515239
1461,DM6,DM6,DP1m,DM6,DL5,2500548,2500548,2500472,2500548,1419118,515239
1462,DM5,DM2,DM6,V,VM5d,1419102,1419110,2500548,1419095,1194543,515239
1463,VA5,DA2,VA5,DC2,DA2,2500530,1419133,2500530,1283103,1419133,515239
1464,DL2d,VM3,V,DP1l,DM1,1419171,1419178,1419095,2500556,1419230,212136
1465,DM3,V,DM1,V,DM5,1419219,1419095,1419230,1419095,1419102,212136
1466,VA2,DC1,VC3l,DM2,DM6,1419211,1419168,4587289,1419110,2500548,212136
1467,DM5,V,VC3l,VM2,DA3,1419102,1419095,4587289,1419073,2500563,212136
1468,VM1,VM2,DM2,VA4,VL2p,1419153,1419073,1419110,1283123,1419126,15530
1469,VC4,VC4,VC4,DC2,VM5d,2500615,2500615,2500615,1283103,1194543,15530
1470,DC2,DC2,DP1m,VC4,VA7m,1283103,1283103,2500472,2500615,1419121,15530
1471,VC3l,VA1d,DP1m,DL3,DL1,4587289,1283107,2500472,2468810,1419144,15530
1472,DP1m,DM4,DM6,VC5,DM6,2500472,1419070,2500548,5604551,2500548,15530
1473,VM5d,VM5d,VM7d,VM7d,VM5v,1194543,1194543,1419114,1419114,1194549,15530
1474,VA6,DA1,VL2p,DL1,VM7v,2500515,1419201,1419126,1419144,1419157,11438
1475,DL3,VC3l,VC3l,VC4,DL1,2468810,4587289,4587289,2500615,1419144,11438
1476,VM5d,DC1,DL1,VL2a,DL4,1194543,1419168,1419144,2500501,1419192,11438
1477,DP1m,VA4,VC2,VM2,VA3,2500472,1283123,1419099,1419073,1419182,11438
1478,VM5d,DL3,VM5d,VM5d,VM5d,1194543,2468810,1194543,1194543,1194543,11438
1479,VA2,VC4,DM2,DM3,DM3,1419211,2500615,1419110,1419219,1419219,11438
1480,VC4,VC4,VM5d,DM6,DM6,2500615,2500615,1194543,2500548,2500548,15534
1481,DC3,VA6,VA7m,DA2,DL1,1283111,2500515,1419121,1419133,1419144,15534
1482,DP1l,VM3,DL2v,VA2,VC2,2500556,1419178,1419214,1419211,1419099,318639
1483,VL2p,DL1,DL2v,DP1m,DA1,1419126,1419144,1419214,2500472,1419201,318639
1484,DL2d,VA7m,DL2v,DL2v,VC2,1419171,1419121,1419214,1419214,1419099,318639
1485,DP1m,DM1,V,DL2d,DM4,2500472,1419230,1419095,1419171,1419070,318639
1486,VA1d,VA1v,DA4m,VA1v,DM4,1283107,2500585,1419080,2500585,1419070,318639
1487,VM5v,VA5,DP1m,DC2,VC3m,1194549,2500530,2500472,1283103,2500575,318639
1488,DL2d,DL2v,DL2v,VC3m,V,1419171,1419214,1419214,2500575,1419095,515246
1489,VC4,VC3m,V,DA3,VA3,2500615,2500575,1419095,2500563,1419182,515246
